재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		3,130,941,000,000			2,991,898,000,000	2,847,556,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		19,106,363,000,000			19,264,794,000,000	20,614,776,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00500254_BasicEarningsLossPerSharePreferredStockOfEarningsPerShareAbstract	         우선주기본주당순이익(손실)		6,038			13,787	22,684
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00500254_BasicEarningsLossPerSharePreferredStockFromContinuingOperationsOfBasicEarningsLossPerSharePreferredStockOfEarningsPerShareAbstract	            계속영업우선주주당이익		6,038			14,172	23,328
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00500254_BasicEarningsLossPerSharePreferredStockFromDiscontinuedOperationsOfBasicEarningsLossPerSharePreferredStockOfEarningsPerShareAbstract	            중단영업우선주주당이익		0			-385	-644
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실) 합계		5,988			13,737	22,634
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromContinuingOperations	            계속영업보통주주당이익		5,988			14,122	23,278
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations	            중단영업보통주주당이익		0			-385	-644
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		651,391,000,000			531,222,000,000	550,246,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		312,821,000,000			217,336,000,000	230,566,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		6,191,104,000,000			6,713,700,000,000	7,967,737,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		1,854,999,000,000			1,822,133,000,000	2,174,470,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		863,517,000,000			1,578,711,000,000	2,482,704,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분순이익		296,497,000,000			278,060,000,000	339,737,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분순이익		567,020,000,000			1,300,651,000,000	2,142,967,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeFromContinuingOperationsAttributableToOwnersOfParent	            지배기업의 소유주에게 귀속될 계속영업손익		567,020,000,000			1,337,076,000,000	2,203,949,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeFromDiscontinuedOperationsAttributableToOwnersOfParent	            지배기업의 소유주에게 귀속될 중단영업손익		0			-36,425,000,000	-60,982,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		2,718,516,000,000			3,462,407,000,000	4,759,941,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	      계속영업이익(손실)		863,517,000,000			1,640,274,000,000	2,585,471,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	      중단영업이익(손실)		0			-61,563,000,000	-102,767,000,000
손익계산서, 기능별 분류 - 연결	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		25,297,467,000,000			25,978,494,000,000	28,582,513,000,000
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		285,954,335,787			-387,945,401,071	554,834,830,515
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		788,737,313,725			331,941,016,751	454,311,347,459
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		404,871,348,597			294,896,358,389	263,772,919,184
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		828,225,503,075			650,139,355,100	731,771,737,834
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		11,749,631,629,524			13,174,490,950,442	11,012,589,646,403
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_CostOfSalesFromConstruction	         공사매출원가		10,107,309,823,375			11,051,489,428,562	9,301,876,192,445
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_CostOfSalesFromSaleOfGoodsRealEstate	         분양매출원가		638,726,729,920			1,008,097,329,596	699,482,940,223
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_OtherCostOfSales	         기타매출원가		1,003,595,076,229			1,114,904,192,284	1,011,230,513,735
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		2,893			-5,677	3,997
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		2,893			-5,677	3,997
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		616,923,256,326			462,641,497,356	295,178,114,621
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		395,844,647,576			256,125,152,251	196,448,209,567
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		1,114,179,838,862			262,193,954,029	1,286,606,568,349
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		177,576,106,268			-97,985,984,881	223,686,062,256
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		263,924,031,753			-419,500,544,880	441,211,560,543
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		18,355,789,156			62,444,104,653	101,937,863,785
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		245,568,242,597			-481,944,649,533	339,273,696,758
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		441,500,138,021			-517,486,529,761	664,897,622,799
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		12,863,811,468,386			13,436,684,904,471	12,299,196,214,752
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_RevenueFromConstruction	         공사매출		10,782,875,497,298			10,972,563,033,871	10,329,873,948,616
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	dart_RevenueFromSaleOfGoodsRealEstate	         분양매출		920,281,065,648			1,200,383,192,099	839,779,262,783
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherRevenue	         기타매출		1,160,654,905,440			1,263,738,678,501	1,129,543,003,353
손익계산서, 기능별 분류 - 연결	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      관계회사지분증권손익		-7,241,554,144			39,930,558,053	18,254,269,063
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		2,201,960,000,000			2,641,487,000,000	3,802,746,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타이익		196,736,000,000			112,147,000,000	65,000,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타손실		134,815,000,000			43,597,000,000	29,108,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		180,700,000,000			156,818,000,000	116,749,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		3,575,061,000,000			3,720,718,000,000	3,834,139,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		235,883,000,000			175,051,000,000	159,116,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		139,764,000,000			71,752,000,000	58,918,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		2,382,660,000,000			2,798,305,000,000	3,919,495,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		1,691,240,000,000			1,592,515,000,000	1,910,714,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		476,522,000,000			1,014,223,000,000	1,827,726,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		165,876,000,000			109,975,000,000	122,527,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		310,646,000,000			904,248,000,000	1,705,199,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		2,167,762,000,000			2,606,738,000,000	3,738,440,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS에너지	기타법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		5,957,721,000,000			6,519,023,000,000	7,753,634,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS칼텍스	기타법인	192	석유 정제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		548,042,000,000			1,683,792,000,000	3,979,518,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS칼텍스	기타법인	192	석유 정제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		254,659,000,000			296,577,000,000	469,956,000,000
손익계산서, 기능별 분류 - 연결	[null]	GS칼텍스	기타법인	192	석유 정제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		226,529,000,000			264,056,000,000	417,560,000,000
